sbd,don_vi,truong,mon,diem,giai
13.05.01,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Tin học,15.234,K.Khích
13.05.02,Đồng Nai,Đồng Nai - THPT Trấn Biên,Tin học,17.424,Ba
13.05.10,Đồng Nai,Đồng Nai - THPT Trấn Biên,Tin học,15.660,K.Khích
13.05.04,Đồng Nai,Đồng Nai - THPT Xuân Lộc,Tin học,15.730,K.Khích
13.06.16,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Ngữ văn,12.500,K.Khích
13.06.10,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Ngữ văn,12.750,Ba
13.06.19,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Ngữ văn,12.500,K.Khích
13.06.08,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Ngữ văn,13.000,Ba
13.06.20,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Ngữ văn,14.000,Nhì
13.06.07,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Ngữ văn,13.500,Nhì
13.06.13,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Ngữ văn,13.000,Ba
13.06.17,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Ngữ văn,13.000,Ba
13.06.11,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Ngữ văn,12.250,K.Khích
13.06.01,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Ngữ văn,12.500,K.Khích
13.06.06,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Ngữ văn,14.000,Nhì
13.07.16,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Lịch sử,16.250,Nhì
13.07.13,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Lịch sử,14.250,K.Khích
13.07.01,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Lịch sử,14.250,K.Khích
13.07.04,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Lịch sử,16.500,Nhì
13.07.03,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Lịch sử,14.750,K.Khích
13.07.14,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Lịch sử,16.750,Nhì
13.07.19,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Lịch sử,14.750,K.Khích
13.07.02,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Lịch sử,15.500,Ba
13.07.12,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Lịch sử,15.000,K.Khích
13.07.08,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Lịch sử,15.000,K.Khích
13.07.20,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Lịch sử,15.000,K.Khích
13.07.06,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Lịch sử,14.250,K.Khích
13.07.17,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Lịch sử,14.750,K.Khích
13.08.14,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Địa lí,16.000,Nhì
13.08.18,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Địa lí,15.750,Nhì
13.08.06,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Địa lí,14.500,Ba
13.08.10,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Địa lí,14.500,Ba
13.08.17,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Địa lí,13.500,K.Khích
13.08.08,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Địa lí,15.250,Nhì
13.08.03,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Địa lí,13.750,K.Khích
13.08.07,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Địa lí,15.250,Nhì
13.08.19,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Địa lí,15.250,Nhì
13.08.15,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Địa lí,14.000,K.Khích
13.08.20,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Địa lí,13.500,K.Khích
13.08.12,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Địa lí,13.500,K.Khích
13.08.16,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Địa lí,14.500,Ba
13.08.01,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Địa lí,15.250,Nhì
13.08.04,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Địa lí,15.250,Nhì
13.09.12,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Tiếng Anh,13.500,K.Khích
13.09.13,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Tiếng Anh,13.400,K.Khích
13.09.01,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Tiếng Anh,13.700,Ba
13.09.05,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Tiếng Anh,13.700,Ba
13.09.10,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Tiếng Anh,14.100,Ba
13.09.16,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Tiếng Anh,13.800,Ba
13.09.18,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Tiếng Anh,12.600,K.Khích
13.09.09,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Tiếng Anh,13.300,K.Khích
13.09.11,Đồng Nai,Đồng Nai - TH-THCS-THPT Song Ngữ Á Châu,Tiếng Anh,13.900,Ba
13.09.14,Đồng Nai,Đồng Nai - TH-THCS-THPT Song Ngữ Á Châu,Tiếng Anh,13.500,K.Khích
15.01.01,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Toán,19.500,Ba
15.01.05,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Toán,18.000,Ba
15.01.03,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Toán,18.500,Ba
15.01.07,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Toán,17.500,K.Khích
15.01.06,Gia Lai,Gia Lai - THPT Chi Lăng,Toán,14.500,K.Khích
15.01.10,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Toán,15.500,K.Khích
15.01.12,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Toán,19.500,Ba
15.01.13,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Toán,15.500,K.Khích
15.01.14,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Toán,14.000,K.Khích
15.01.15,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Toán,19.500,Ba
15.01.16,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Toán,19.500,Ba
15.01.18,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Toán,20.500,Ba
15.01.19,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Toán,20.000,Ba
15.02.01,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Vật lí,11.000,K.Khích
15.02.02,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Vật lí,16.500,Ba
15.02.04,Gia Lai,Gia Lai - THPT số 1 Phù Cát,Vật lí,23.000,Nhì
15.02.03,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Vật lí,11.750,K.Khích
15.02.05,Gia Lai,Gia Lai - THPT Chi Lăng,Vật lí,13.500,K.Khích
15.02.06,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Vật lí,11.750,K.Khích
15.02.07,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Vật lí,21.500,Nhì
15.02.08,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Vật lí,25.500,Nhì
15.02.09,Gia Lai,Gia Lai - THPT Chi Lăng,Vật lí,14.500,K.Khích
15.02.10,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Vật lí,16.000,Ba
15.02.11,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Vật lí,12.250,K.Khích
15.02.13,Gia Lai,Gia Lai - THPT Chi Lăng,Vật lí,23.000,Nhì
15.02.14,Gia Lai,Gia Lai - THPT Chi Lăng,Vật lí,16.500,Ba
15.02.15,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Vật lí,12.500,K.Khích
15.02.16,Gia Lai,Gia Lai - THPT Chi Lăng,Vật lí,15.250,Ba
15.02.18,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Vật lí,13.000,K.Khích
15.02.17,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Vật lí,20.750,Nhì
15.02.19,Gia Lai,Gia Lai - THPT Chi Lăng,Vật lí,22.750,Nhì
15.02.20,Gia Lai,Gia Lai - THPT Chi Lăng,Vật lí,13.000,K.Khích
15.03.02,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Hóa học,22.500,Nhì
15.03.04,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Hóa học,19.375,Ba
15.03.03,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Hóa học,16.125,K.Khích
15.03.05,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Hóa học,18.875,Ba
15.03.06,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Hóa học,15.750,K.Khích
15.03.08,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Hóa học,22.250,Ba
15.03.07,Gia Lai,Gia Lai - THPT Chi Lăng,Hóa học,17.250,K.Khích
15.03.10,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Hóa học,23.625,Nhì
15.03.09,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Hóa học,17.000,K.Khích
15.03.13,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Hóa học,14.375,K.Khích
15.03.14,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Hóa học,15.750,K.Khích
15.03.15,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Hóa học,14.625,K.Khích
15.03.17,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Hóa học,16.125,K.Khích
15.03.18,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Hóa học,24.000,Nhì
15.03.20,Gia Lai,Gia Lai - THPT Chi Lăng,Hóa học,14.875,K.Khích
15.04.01,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Sinh học,19.000,K.Khích
15.04.02,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Sinh học,21.250,Ba
15.04.05,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Sinh học,22.750,Nhì
15.04.06,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Sinh học,21.250,Ba
15.04.08,Gia Lai,Gia Lai - THPT Chi Lăng,Sinh học,21.500,Ba
15.04.09,Gia Lai,Gia Lai - THPT Chi Lăng,Sinh học,18.500,K.Khích
15.04.10,Gia Lai,Gia Lai - THPT Chi Lăng,Sinh học,19.750,K.Khích
15.04.12,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Sinh học,20.500,Ba
15.04.11,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Sinh học,18.250,K.Khích
15.04.14,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Sinh học,20.000,K.Khích
15.04.15,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Sinh học,19.500,K.Khích
15.04.17,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Sinh học,20.500,Ba
15.04.16,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Sinh học,21.750,Ba
15.04.19,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Sinh học,19.500,K.Khích
15.04.20,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Sinh học,21.750,Ba
15.05.01,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Tin học,16.930,Ba
15.05.04,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Tin học,16.170,K.Khích
15.05.05,Gia Lai,Gia Lai - THPT Chi Lăng,Tin học,16.750,Ba
15.05.06,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Tin học,15.060,K.Khích
15.05.08,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Tin học,14.620,K.Khích
15.05.13,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Tin học,16.508,K.Khích
15.05.14,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Tin học,20.250,Ba
15.05.15,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Tin học,13.990,K.Khích
15.05.17,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Tin học,12.970,K.Khích
15.05.19,Gia Lai,Gia Lai - THPT Chi Lăng,Tin học,12.398,K.Khích
15.06.02,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Ngữ văn,12.500,K.Khích
15.06.01,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Ngữ văn,13.000,Ba
15.06.03,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Ngữ văn,12.500,K.Khích
15.06.04,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Ngữ văn,13.750,Nhì
15.06.05,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Ngữ văn,13.250,Ba
15.06.06,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Ngữ văn,12.500,K.Khích
15.06.07,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Ngữ văn,13.000,Ba
15.06.10,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Ngữ văn,12.500,K.Khích
15.06.11,Gia Lai,Gia Lai - THPT An Lương,Ngữ văn,12.750,Ba
15.06.17,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Ngữ văn,13.000,Ba
15.06.18,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Ngữ văn,12.500,K.Khích
15.07.01,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Lịch sử,15.500,Ba
15.07.03,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Lịch sử,15.000,K.Khích
15.07.04,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Lịch sử,14.750,K.Khích
15.07.09,Gia Lai,Gia Lai - THPT số 3 An Nhơn,Lịch sử,15.000,K.Khích
15.07.10,Gia Lai,Gia Lai - THPT số 2 Phù Mỹ,Lịch sử,14.250,K.Khích
15.07.11,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Lịch sử,14.750,K.Khích
15.07.12,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Lịch sử,14.750,K.Khích
15.07.14,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Lịch sử,16.000,Ba
15.07.13,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Lịch sử,15.500,Ba
15.07.15,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Lịch sử,15.000,K.Khích
15.07.16,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Lịch sử,16.000,Ba
15.07.18,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Lịch sử,16.250,Nhì
15.08.05,Gia Lai,Gia Lai - THPT số 3 Tuy Phước,Địa lí,13.500,K.Khích
15.08.06,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Địa lí,13.250,K.Khích
15.08.07,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Địa lí,13.500,K.Khích
15.08.08,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Địa lí,14.000,K.Khích
15.08.13,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Địa lí,14.500,Ba
15.08.14,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Địa lí,14.000,K.Khích
15.08.15,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Địa lí,14.250,Ba
15.08.16,Gia Lai,Gia Lai - THPT số 2 An Nhơn,Địa lí,14.500,Ba
15.08.17,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Địa lí,15.000,Ba
15.08.18,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Địa lí,15.500,Nhì
15.09.01,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Tiếng Anh,14.400,Ba
15.09.04,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Tiếng Anh,14.400,Ba
15.09.03,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Tiếng Anh,12.900,K.Khích
15.09.02,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Tiếng Anh,13.900,Ba
15.09.05,Gia Lai,Gia Lai - THPT Chi Lăng,Tiếng Anh,12.800,K.Khích
15.09.06,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Tiếng Anh,13.400,K.Khích
15.09.10,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Tiếng Anh,15.600,Nhất
15.09.11,Gia Lai,Gia Lai - THPT chuyên Chu Văn An,Tiếng Anh,13.300,K.Khích
15.09.12,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Tiếng Anh,12.800,K.Khích
15.09.13,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Tiếng Anh,13.100,K.Khích
15.09.14,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Tiếng Anh,12.700,K.Khích
15.09.15,Gia Lai,Gia Lai - THPT Trưng Vương,Tiếng Anh,14.000,Ba
15.09.16,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Tiếng Anh,14.300,Ba
15.09.17,Gia Lai,Gia Lai - THPT chuyên Hùng Vương,Tiếng Anh,13.000,K.Khích
15.09.19,Gia Lai,Gia Lai - THPT chuyên Lê Quý Đôn,Tiếng Anh,13.500,K.Khích
11.01.09,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Toán,16.500,K.Khích
11.01.13,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Toán,16.500,K.Khích
11.01.20,Đắk Lắk,Đắk Lắk - THCS và THPT Đông Du,Toán,19.000,Ba
11.01.07,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Toán,20.000,Ba
11.01.11,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Toán,19.000,Ba
11.01.18,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Toán,14.500,K.Khích
11.01.03,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Toán,14.000,K.Khích
11.01.16,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Toán,25.500,Nhì
11.01.06,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Toán,31.000,Nhất
11.01.02,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Toán,19.500,Ba
11.01.05,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Toán,20.500,Ba
11.01.08,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Toán,17.000,K.Khích
11.01.14,Đắk Lắk,Đắk Lắk - THCS và THPT Đông Du,Toán,27.000,Nhì
11.01.17,Đắk Lắk,Đắk Lắk - THCS và THPT Đông Du,Toán,18.000,Ba
11.01.19,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Toán,16.500,K.Khích
11.02.11,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Vật lí,17.500,Ba
11.02.03,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Vật lí,14.750,Ba
11.02.04,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Vật lí,11.750,K.Khích
11.02.02,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Vật lí,13.750,K.Khích
11.02.06,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Vật lí,14.000,K.Khích
11.02.12,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Vật lí,14.250,K.Khích
11.02.05,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Vật lí,13.250,K.Khích
11.02.01,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Vật lí,17.500,Ba
11.02.16,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Vật lí,17.000,Ba
11.02.17,Đắk Lắk,Đắk Lắk - THCS và THPT Đông Du,Vật lí,18.750,Nhì
11.02.19,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Vật lí,16.000,Ba
11.03.01,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Hóa học,22.250,Ba
11.03.14,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Hóa học,23.875,Nhì
11.03.16,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Hóa học,29.250,Nhất
11.03.19,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Hóa học,16.875,K.Khích
11.03.02,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Hóa học,23.375,Nhì
11.03.07,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Hóa học,22.250,Ba
11.03.17,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Hóa học,16.375,K.Khích
11.03.12,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Hóa học,17.000,K.Khích
11.03.18,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Hóa học,16.875,K.Khích
11.03.04,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Hóa học,17.625,K.Khích
11.03.15,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Hóa học,15.500,K.Khích
11.03.10,Đắk Lắk,Đắk Lắk - THCS và THPT Đông Du,Hóa học,17.250,K.Khích
11.03.03,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Hóa học,17.500,K.Khích
11.03.11,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Hóa học,17.875,K.Khích
11.03.06,Đắk Lắk,Đắk Lắk - THPT Trần Quốc Tuấn,Hóa học,22.500,Nhì
11.03.13,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Hóa học,24.375,Nhì
11.04.04,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Sinh học,24.500,Nhì
11.04.08,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Sinh học,19.000,K.Khích
11.04.02,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Sinh học,19.250,K.Khích
11.04.17,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Sinh học,20.250,K.Khích
11.04.14,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Sinh học,18.500,K.Khích
11.04.20,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Sinh học,18.750,K.Khích
11.04.05,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Sinh học,19.250,K.Khích
11.04.11,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Sinh học,18.000,K.Khích
11.04.15,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Sinh học,22.250,Ba
11.05.15,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Tin học,20.530,Nhì
11.05.07,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Tin học,24.180,Nhì
11.05.01,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Tin học,14.800,K.Khích
11.05.14,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Tin học,16.257,K.Khích
11.05.02,Đắk Lắk,Đắk Lắk - THPT Lê Lợi,Tin học,13.710,K.Khích
11.05.04,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Tin học,15.770,K.Khích
11.05.13,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Tin học,15.700,K.Khích
11.05.20,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Tin học,15.748,K.Khích
11.05.10,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Tin học,24.860,Nhì
11.05.11,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Tin học,16.255,K.Khích
11.05.05,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Tin học,17.660,Ba
11.05.12,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Tin học,23.920,Nhì
11.06.14,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Ngữ văn,13.000,Ba
11.06.06,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Ngữ văn,13.000,Ba
11.06.02,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Ngữ văn,12.500,K.Khích
11.06.15,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Ngữ văn,12.750,Ba
11.06.16,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Ngữ văn,12.750,Ba
11.06.17,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Ngữ văn,12.750,Ba
11.06.09,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Ngữ văn,13.000,Ba
11.06.07,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Ngữ văn,13.000,Ba
11.06.04,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Ngữ văn,13.500,Nhì
11.06.12,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Ngữ văn,12.750,Ba
11.06.11,Đắk Lắk,Đắk Lắk - THCS và THPT Đông Du,Ngữ văn,12.250,K.Khích
11.06.03,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Ngữ văn,12.750,Ba
11.06.18,Đắk Lắk,Đắk Lắk - THCS và THPT Đông Du,Ngữ văn,13.000,Ba
11.06.19,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Ngữ văn,13.500,Nhì
11.06.20,Đắk Lắk,Đắk Lắk - THPT Cư M'gar,Ngữ văn,14.000,Nhì
11.06.08,Đắk Lắk,Đắk Lắk - THPT chuyên Lương Văn Chánh,Ngữ văn,12.250,K.Khích
11.06.05,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Ngữ văn,13.750,Nhì
11.06.10,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Ngữ văn,12.500,K.Khích
11.07.04,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Lịch sử,15.750,Ba
11.07.19,Đắk Lắk,Đắk Lắk - THPT số 1 Ngô Gia Tự,Lịch sử,14.750,K.Khích
11.07.03,Đắk Lắk,Đắk Lắk - THPT số 1 Nguyễn Thái Bình,Lịch sử,14.250,K.Khích
11.07.16,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Lịch sử,14.500,K.Khích
11.07.06,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Lịch sử,15.000,K.Khích
11.07.07,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Lịch sử,14.250,K.Khích
11.07.15,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Lịch sử,15.500,Ba
11.07.13,Đắk Lắk,Đắk Lắk - THPT Chuyên Nguyễn Du,Lịch sử,14.750,K.Khích
